DateTime,Junction,Vehicles,ID,Temperature (°C),Wind Speed (km/h),Precipitation (mm),Humidity (%),Is Holiday,IsWeekend,SyntheticCharge,DayOfWeek,HourOfDay,EstimatedFare,Distance_km
2016-08-25 23:00:00,1,47,20160825231,27.0,4.1,0.0,90,0,0,36.2,3,23,331.0,15
2016-08-26 00:00:00,1,46,20160826001,26.8,4.0,0.0,94,0,0,35.68,4,0,330.32,15
2016-08-26 01:00:00,1,38,20160826011,26.5,4.6,0.0,96,0,0,31.65,4,1,325.4,15
2016-08-26 02:00:00,1,32,20160826021,26.3,4.3,0.0,96,0,0,28.63,4,2,321.72,15
2016-08-26 03:00:00,1,26,20160826031,26.0,5.2,0.0,97,0,0,25.6,4,3,318.0,15
2016-08-26 04:00:00,1,23,20160826041,26.0,4.2,0.0,97,0,0,24.1,4,4,316.2,15
2016-08-26 05:00:00,1,22,20160826051,26.0,4.1,0.0,96,0,0,23.6,4,5,315.6,15
2016-08-26 06:00:00,1,27,20160826061,26.1,1.5,0.0,96,0,0,26.11,4,6,318.64,15
2016-08-26 07:00:00,1,29,20160826071,27.1,2.1,0.0,92,0,0,27.21,4,7,320.24,15
2016-08-26 08:00:00,1,33,20160826081,28.3,2.5,0.0,85,0,0,29.33,4,8,323.12,15
2016-08-26 09:00:00,1,40,20160826091,29.7,2.9,0.0,77,0,0,32.97,4,9,327.88,15
2016-08-26 10:00:00,1,59,20160826101,30.9,1.6,0.1,70,0,0,42.71,4,10,339.88,15
2016-08-26 11:00:00,1,62,20160826111,31.5,3.1,0.1,70,0,0,44.27,4,11,341.92,15
2016-08-26 12:00:00,1,63,20160826121,32.4,4.0,0.0,67,0,0,44.74,4,12,342.76,15
2016-08-26 13:00:00,1,56,20160826131,32.9,4.3,0.0,64,0,0,41.29,4,13,338.76,15
2016-08-26 14:00:00,1,58,20160826141,32.8,2.9,0.0,63,0,0,42.28,4,14,339.92,15
2016-08-26 15:00:00,1,61,20160826151,32.9,5.3,0.0,63,0,0,43.79,4,15,341.76,15
2016-08-26 16:00:00,1,51,20160826161,32.7,3.4,0.0,64,0,0,38.77,4,16,335.68,15
2016-08-26 17:00:00,1,51,20160826171,31.3,2.2,0.1,70,0,0,38.75,4,17,335.24,15
2016-08-26 18:00:00,1,58,20160826181,29.9,6.9,0.2,78,0,0,42.23,4,18,339.0,15
2016-08-26 19:00:00,1,57,20160826191,28.4,12.3,0.3,85,0,0,41.7,4,19,337.92,15
2016-08-26 20:00:00,1,56,20160826201,27.8,11.7,0.0,88,0,0,40.78,4,20,336.72,15
2016-08-26 21:00:00,1,46,20160826211,27.6,9.2,0.0,89,0,0,35.76,4,21,330.64,15
2016-08-26 22:00:00,1,48,20160826221,27.4,6.0,0.0,90,0,0,36.74,4,22,331.76,15
2016-08-26 23:00:00,1,48,20160826231,27.2,5.4,0.0,90,0,0,36.72,4,23,331.68,15
2016-08-27 00:00:00,1,40,20160827001,26.2,4.8,0.0,93,0,1,34.62,5,0,376.48,15
2016-08-27 01:00:00,1,36,20160827011,26.2,5.0,0.0,94,0,1,32.62,5,1,374.08,15
2016-08-27 02:00:00,1,29,20160827021,26.1,7.2,0.0,94,0,1,29.11,5,2,369.84,15
2016-08-27 03:00:00,1,25,20160827031,25.9,7.6,0.0,95,0,1,27.09,5,3,367.36,15
2016-08-27 04:00:00,1,22,20160827041,25.8,8.6,0.0,95,0,1,25.58,5,4,365.52,15
2016-08-27 05:00:00,1,16,20160827051,25.4,10.5,1.0,95,0,1,23.74,5,5,362.96,15
2016-08-27 06:00:00,1,17,20160827061,25.1,10.0,1.5,95,0,1,24.81,5,6,364.04,15
2016-08-27 07:00:00,1,20,20160827071,25.5,11.6,0.2,93,0,1,24.79,5,7,364.44,15
2016-08-27 08:00:00,1,22,20160827081,26.6,15.0,0.0,89,0,1,25.66,5,8,365.84,15
2016-08-27 09:00:00,1,27,20160827091,28.2,13.5,0.0,82,0,1,28.32,5,9,369.48,15
2016-08-27 10:00:00,1,34,20160827101,29.5,11.7,0.0,77,0,1,31.95,5,10,374.2,15
2016-08-27 11:00:00,1,36,20160827111,30.4,10.0,0.0,76,0,1,33.04,5,11,375.76,15
2016-08-27 12:00:00,1,35,20160827121,31.7,9.4,0.2,75,0,1,32.91,5,12,375.92,15
2016-08-27 13:00:00,1,35,20160827131,32.2,9.0,0.2,73,0,1,32.96,5,13,376.12,15
2016-08-27 14:00:00,1,32,20160827141,32.4,9.2,0.1,70,0,1,31.36,5,14,374.28,15
2016-08-27 15:00:00,1,36,20160827151,31.1,10.6,4.0,73,0,1,37.91,5,15,380.84,15
2016-08-27 16:00:00,1,30,20160827161,30.7,6.6,1.3,77,0,1,31.63,5,16,373.84,15
2016-08-27 17:00:00,1,32,20160827171,30.5,7.9,0.0,79,0,1,31.05,5,17,373.4,15
2016-08-27 18:00:00,1,38,20160827181,30.1,6.3,0.0,81,0,1,34.01,5,18,376.84,15
2016-08-27 19:00:00,1,42,20160827191,29.3,6.0,0.0,85,0,1,35.93,5,19,378.92,15
2016-08-27 20:00:00,1,48,20160827201,28.6,6.0,0.0,90,0,1,38.86,5,20,382.24,15
2016-08-27 21:00:00,1,44,20160827211,28.1,5.8,0.0,93,0,1,36.81,5,21,379.64,15
2016-08-27 22:00:00,1,37,20160827221,27.6,6.1,0.0,94,0,1,33.26,5,22,375.24,15
2016-08-27 23:00:00,1,36,20160827231,27.2,6.6,0.0,95,0,1,32.72,5,23,374.48,15
2016-08-28 00:00:00,1,35,20160828001,27.5,7.1,0.0,89,0,1,32.25,6,0,374.0,15
2016-08-28 01:00:00,1,26,20160828011,27.2,6.4,0.0,90,0,1,27.72,6,1,368.48,15
2016-08-28 02:00:00,1,22,20160828021,26.9,6.4,0.0,90,0,1,25.69,6,2,365.96,15
2016-08-28 03:00:00,1,20,20160828031,26.7,7.1,0.0,91,0,1,24.67,6,3,364.68,15
2016-08-28 04:00:00,1,21,20160828041,26.5,6.9,0.0,91,0,1,25.15,6,4,365.2,15
2016-08-28 05:00:00,1,13,20160828051,26.3,6.8,0.0,91,0,1,21.13,6,5,360.32,15
2016-08-28 06:00:00,1,19,20160828061,26.3,7.6,0.0,91,0,1,24.13,6,6,363.92,15
2016-08-28 07:00:00,1,22,20160828071,27.6,7.6,0.0,87,0,1,25.76,6,7,366.24,15
2016-08-28 08:00:00,1,22,20160828081,29.1,9.3,0.0,80,0,1,25.91,6,8,366.84,15
2016-08-28 09:00:00,1,29,20160828091,30.1,11.5,0.0,77,0,1,29.51,6,9,371.44,15
2016-08-28 10:00:00,1,36,20160828101,31.0,11.5,0.0,75,0,1,33.1,6,10,376.0,15
2016-08-28 11:00:00,1,36,20160828111,31.8,11.2,0.0,75,0,1,33.18,6,11,376.32,15
2016-08-28 12:00:00,1,34,20160828121,32.3,9.8,0.0,70,0,1,32.23,6,12,375.32,15
2016-08-28 13:00:00,1,36,20160828131,32.8,8.7,0.0,67,0,1,33.28,6,13,376.72,15
2016-08-28 14:00:00,1,32,20160828141,32.9,6.9,0.0,66,0,1,31.29,6,14,374.36,15
2016-08-28 15:00:00,1,30,20160828151,32.8,7.6,0.4,66,0,1,30.76,6,15,373.6,15
2016-08-28 16:00:00,1,31,20160828161,31.7,6.0,1.4,71,0,1,32.35,6,16,374.96,15
2016-08-28 17:00:00,1,33,20160828171,29.9,3.2,2.5,81,0,1,34.49,6,17,376.76,15
2016-08-28 18:00:00,1,42,20160828181,28.8,3.1,1.1,86,0,1,37.2,6,18,380.04,15
2016-08-28 19:00:00,1,44,20160828191,28.2,4.7,0.0,90,0,1,36.82,6,19,379.68,15
2016-08-28 20:00:00,1,47,20160828201,28.0,6.4,0.0,92,0,1,38.3,6,20,381.4,15
2016-08-28 21:00:00,1,46,20160828211,27.6,5.6,0.0,95,0,1,37.76,6,21,380.64,15
2016-08-28 22:00:00,1,44,20160828221,27.3,6.5,0.0,95,0,1,36.73,6,22,379.32,15
2016-08-28 23:00:00,1,42,20160828231,27.1,7.2,0.0,97,0,1,35.71,6,23,378.04,15
2016-08-29 00:00:00,1,40,20160829001,26.9,7.7,0.0,94,0,0,32.69,0,0,326.76,15
2016-08-29 01:00:00,1,31,20160829011,26.8,7.3,0.0,94,0,0,28.18,0,1,321.32,15
2016-08-29 02:00:00,1,22,20160829021,26.5,7.3,0.0,95,0,0,23.65,0,2,315.8,15
2016-08-29 03:00:00,1,22,20160829031,26.1,5.8,1.1,96,0,0,24.93,0,3,316.96,15
2016-08-29 04:00:00,1,18,20160829041,25.9,3.2,2.2,96,0,0,24.23,0,4,315.8,15
2016-08-29 05:00:00,1,22,20160829051,25.6,1.1,1.4,96,0,0,25.24,0,5,317.12,15
2016-08-29 06:00:00,1,25,20160829061,25.6,2.9,0.7,97,0,0,25.9,0,6,318.08,15
2016-08-29 07:00:00,1,26,20160829071,25.8,2.6,0.5,96,0,0,26.18,0,7,318.52,15
2016-08-29 08:00:00,1,34,20160829081,26.4,4.0,0.2,93,0,0,29.88,0,8,323.2,15
2016-08-29 09:00:00,1,39,20160829091,27.1,3.9,0.1,90,0,0,32.33,0,9,326.36,15
2016-08-29 10:00:00,1,54,20160829101,28.6,2.0,0.0,83,0,0,39.86,0,10,335.84,15
2016-08-29 11:00:00,1,81,20160829111,29.6,1.3,0.2,79,0,0,53.7,0,11,352.68,15
2016-08-29 12:00:00,1,74,20160829121,30.8,3.1,0.4,75,0,0,50.56,0,12,349.2,15
2016-08-29 13:00:00,1,64,20160829131,31.3,6.2,0.6,72,0,0,45.85,0,13,343.64,15
2016-08-29 14:00:00,1,68,20160829141,29.8,11.1,5.8,75,0,0,53.94,0,14,351.68,15
2016-08-29 15:00:00,1,66,20160829151,28.0,12.9,1.6,83,0,0,47.72,0,15,344.72,15
2016-08-29 16:00:00,1,63,20160829161,27.9,12.9,0.1,84,0,0,44.41,0,16,341.08,15
2016-08-29 17:00:00,1,65,20160829171,27.7,10.9,0.0,86,0,0,45.27,0,17,342.08,15
2016-08-29 18:00:00,1,66,20160829181,27.4,9.0,0.0,88,0,0,45.74,0,18,342.56,15
2016-08-29 19:00:00,1,67,20160829191,26.9,5.8,0.0,91,0,0,46.19,0,19,342.96,15
2016-08-29 20:00:00,1,63,20160829201,26.7,4.0,0.0,94,0,0,44.17,0,20,340.48,15
2016-08-29 21:00:00,1,59,20160829211,26.4,3.1,0.0,95,0,0,42.14,0,21,337.96,15
2016-08-29 22:00:00,1,59,20160829221,26.2,2.9,0.0,95,0,0,42.12,0,22,337.88,15
2016-08-29 23:00:00,1,60,20160829231,26.1,0.7,0.0,96,0,0,42.61,0,23,338.44,15
2016-08-30 00:00:00,1,49,20160830001,25.8,3.2,0.4,97,0,0,37.56,1,0,332.2,15
2016-08-30 01:00:00,1,43,20160830011,25.5,4.4,2.3,97,0,0,36.81,1,1,330.76,15
2016-08-30 02:00:00,1,33,20160830021,25.1,4.8,2.6,97,0,0,32.13,1,2,324.96,15
2016-08-30 03:00:00,1,30,20160830031,24.7,0.5,3.5,98,0,0,31.67,1,3,324.08,15
2016-08-30 04:00:00,1,27,20160830041,24.5,2.1,4.1,99,0,0,30.87,1,4,322.92,15
2016-08-30 05:00:00,1,24,20160830051,24.5,3.5,3.6,98,0,0,28.77,1,5,320.52,15
2016-08-30 06:00:00,1,24,20160830061,24.5,4.7,2.4,97,0,0,27.33,1,6,319.08,15
2016-08-30 07:00:00,1,30,20160830071,24.7,2.6,1.2,96,0,0,28.91,1,7,321.32,15
2016-08-30 08:00:00,1,33,20160830081,25.0,4.3,0.6,95,0,0,29.72,1,8,322.52,15
2016-08-30 09:00:00,1,39,20160830091,25.7,3.6,0.2,89,0,0,32.31,1,9,325.92,15
2016-08-30 10:00:00,1,50,20160830101,27.1,2.7,0.0,84,0,0,37.71,1,10,332.84,15
2016-08-30 11:00:00,1,64,20160830111,27.7,2.2,0.0,83,0,0,44.77,1,11,341.48,15
2016-08-30 12:00:00,1,61,20160830121,30.5,1.8,0.3,75,0,0,43.91,1,12,341.16,15
2016-08-30 13:00:00,1,55,20160830131,30.7,1.9,0.3,74,0,0,40.93,1,13,337.64,15
2016-08-30 14:00:00,1,59,20160830141,31.2,1.5,0.3,72,0,0,42.98,1,14,340.24,15
2016-08-30 15:00:00,1,58,20160830151,30.4,1.8,1.2,73,0,0,43.48,1,15,340.4,15
2016-08-30 16:00:00,1,58,20160830161,30.2,5.5,0.0,75,0,0,42.02,1,16,338.88,15
2016-08-30 17:00:00,1,59,20160830171,29.2,6.0,1.3,78,0,0,43.98,1,17,340.64,15
2016-08-30 18:00:00,1,61,20160830181,28.4,1.5,0.4,84,0,0,43.82,1,18,340.44,15
2016-08-30 19:00:00,1,68,20160830191,27.4,2.5,1.3,89,0,0,48.3,1,19,345.32,15
2016-08-30 20:00:00,1,58,20160830201,26.7,3.6,1.0,92,0,0,42.87,1,20,338.68,15
2016-08-30 21:00:00,1,58,20160830211,26.4,4.2,0.0,95,0,0,41.64,1,21,337.36,15
2016-08-30 22:00:00,1,56,20160830221,26.3,3.8,0.0,95,0,0,40.63,1,22,336.12,15
2016-08-30 23:00:00,1,55,20160830231,26.1,3.1,0.0,96,0,0,40.11,1,23,335.44,15
2016-08-31 00:00:00,1,48,20160831001,26.2,3.1,0.0,97,0,0,36.62,2,0,331.28,15
2016-08-31 01:00:00,1,41,20160831011,26.0,3.1,1.0,97,0,0,34.3,2,1,328.2,15
2016-08-31 02:00:00,1,34,20160831021,25.5,3.7,1.7,96,0,0,31.59,2,2,324.64,15
2016-08-31 03:00:00,1,25,20160831031,25.2,4.6,1.7,97,0,0,27.06,2,3,319.12,15
2016-08-31 04:00:00,1,23,20160831041,25.1,3.5,1.7,97,0,0,26.05,2,4,317.88,15
2016-08-31 05:00:00,1,24,20160831051,25.0,3.8,1.6,97,0,0,26.42,2,5,318.32,15
2016-08-31 06:00:00,1,27,20160831061,24.8,5.2,1.9,97,0,0,28.26,2,6,320.4,15
2016-08-31 07:00:00,1,29,20160831071,25.0,6.4,0.7,96,0,0,27.84,2,7,320.24,15
2016-08-31 08:00:00,1,34,20160831081,25.7,5.9,0.0,92,0,0,29.57,2,8,322.68,15
2016-08-31 09:00:00,1,39,20160831091,26.9,7.4,0.0,85,0,0,32.19,2,9,326.16,15
2016-08-31 10:00:00,1,53,20160831101,27.6,7.9,0.2,82,0,0,39.5,2,10,335.08,15
2016-08-31 11:00:00,1,70,20160831111,28.6,8.7,0.1,81,0,0,47.98,2,11,345.56,15
2016-08-31 12:00:00,1,72,20160831121,27.5,7.4,0.1,88,0,0,48.87,2,12,346.32,15
2016-08-31 13:00:00,1,58,20160831131,28.0,6.5,0.1,86,0,0,41.92,2,13,338.12,15
2016-08-31 14:00:00,1,64,20160831141,28.8,5.1,0.1,84,0,0,45.0,2,14,342.04,15
2016-08-31 15:00:00,1,67,20160831151,29.4,7.4,0.0,81,0,0,46.44,2,15,343.96,15
2016-08-31 16:00:00,1,57,20160831161,29.8,6.2,0.0,78,0,0,41.48,2,16,338.12,15
2016-08-31 17:00:00,1,61,20160831171,29.2,7.9,0.9,79,0,0,44.5,2,17,341.36,15
2016-08-31 18:00:00,1,70,20160831181,26.7,5.2,2.3,89,0,0,50.43,2,18,347.44,15
2016-08-31 19:00:00,1,69,20160831191,26.3,4.0,0.7,91,0,0,47.97,2,19,344.76,15
2016-08-31 20:00:00,1,61,20160831201,26.2,6.9,0.0,92,0,0,43.12,2,20,339.08,15
2016-08-31 21:00:00,1,64,20160831211,26.0,8.2,0.0,93,0,0,44.6,2,21,340.8,15
2016-08-31 22:00:00,1,63,20160831221,25.7,6.8,0.0,94,0,0,44.07,2,22,340.08,15
2016-08-31 23:00:00,1,60,20160831231,25.4,6.8,0.0,95,0,0,42.54,2,23,338.16,15
2016-09-01 00:00:00,1,54,20160901001,25.5,4.6,0.0,94,0,0,39.55,3,0,334.6,15
2016-09-01 01:00:00,1,43,20160901011,25.3,6.6,0.2,95,0,0,34.27,3,1,328.16,15
2016-09-01 02:00:00,1,39,20160901021,24.9,7.6,1.3,96,0,0,33.55,3,2,326.92,15
2016-09-01 03:00:00,1,28,20160901031,24.6,7.3,1.2,97,0,0,27.9,3,3,320.08,15
2016-09-01 04:00:00,1,24,20160901041,24.5,8.3,0.5,97,0,0,25.05,3,4,316.8,15
2016-09-01 05:00:00,1,23,20160901051,24.4,8.7,0.3,97,0,0,24.3,3,5,315.92,15
2016-09-01 06:00:00,1,29,20160901061,24.4,7.6,0.0,97,0,0,26.94,3,6,319.16,15
2016-09-01 07:00:00,1,35,20160901071,24.9,8.1,0.0,94,0,0,29.99,3,7,322.96,15
2016-09-01 08:00:00,1,34,20160901081,25.8,7.2,0.0,88,0,0,29.58,3,8,322.72,15
2016-09-01 09:00:00,1,42,20160901091,26.5,5.9,0.0,84,0,0,33.65,3,9,327.8,15
2016-09-01 10:00:00,1,53,20160901101,27.5,4.5,0.0,81,0,0,39.25,3,10,334.8,15
2016-09-01 11:00:00,1,62,20160901111,28.6,4.1,0.0,77,0,0,43.86,3,11,340.64,15
2016-09-01 12:00:00,1,62,20160901121,29.3,3.6,0.1,78,0,0,44.05,3,12,341.04,15
2016-09-01 13:00:00,1,58,20160901131,30.0,3.6,0.2,76,0,0,42.24,3,13,339.04,15
2016-09-01 14:00:00,1,61,20160901141,30.7,5.2,0.2,73,0,0,43.81,3,14,341.12,15
2016-09-01 15:00:00,1,58,20160901151,30.9,8.3,0.1,70,0,0,42.21,3,15,339.28,15
2016-09-01 16:00:00,1,58,20160901161,29.1,7.9,1.3,77,0,0,43.47,3,16,340.0,15
2016-09-01 17:00:00,1,55,20160901171,28.5,6.3,0.3,82,0,0,40.71,3,17,336.76,15
2016-09-01 18:00:00,1,59,20160901181,27.9,4.1,0.0,85,0,0,42.29,3,18,338.56,15
2016-09-01 19:00:00,1,61,20160901191,27.5,4.0,0.0,87,0,0,43.25,3,19,339.6,15
2016-09-01 20:00:00,1,59,20160901201,27.0,4.0,0.0,91,0,0,42.2,3,20,338.2,15
2016-09-01 21:00:00,1,59,20160901211,26.6,4.2,0.0,93,0,0,42.16,3,21,338.04,15
2016-09-01 22:00:00,1,62,20160901221,26.3,4.0,0.0,94,0,0,43.63,3,22,339.72,15
2016-09-01 23:00:00,1,54,20160901231,26.1,3.5,0.0,95,0,0,39.61,3,23,334.84,15
2016-09-02 00:00:00,1,50,20160902001,25.9,3.4,0.0,95,0,0,37.59,4,0,332.36,15
2016-09-02 01:00:00,1,42,20160902011,25.7,4.0,0.0,95,0,0,33.57,4,1,327.48,15
2016-09-02 02:00:00,1,35,20160902021,25.7,5.2,0.0,94,0,0,30.07,4,2,323.28,15
2016-09-02 03:00:00,1,28,20160902031,25.6,6.8,0.0,94,0,0,26.56,4,3,319.04,15
2016-09-02 04:00:00,1,24,20160902041,25.4,7.7,0.0,94,0,0,24.54,4,4,316.56,15
2016-09-02 05:00:00,1,25,20160902051,25.2,8.0,0.0,94,0,0,25.02,4,5,317.08,15
2016-09-02 06:00:00,1,26,20160902061,25.0,8.9,0.1,95,0,0,25.62,4,6,317.72,15
2016-09-02 07:00:00,1,34,20160902071,25.7,11.0,0.0,93,0,0,29.57,4,7,322.68,15
2016-09-02 08:00:00,1,37,20160902081,27.0,10.1,0.0,88,0,0,31.2,4,8,325.0,15
2016-09-02 09:00:00,1,42,20160902091,28.2,10.5,0.0,83,0,0,33.82,4,9,328.48,15
2016-09-02 10:00:00,1,49,20160902101,29.3,10.2,0.0,80,0,0,37.43,4,10,333.12,15
2016-09-02 11:00:00,1,64,20160902111,30.8,11.7,0.0,71,0,0,45.08,4,11,342.72,15
2016-09-02 12:00:00,1,67,20160902121,31.0,13.5,0.0,70,0,0,46.6,4,12,344.6,15
2016-09-02 13:00:00,1,51,20160902131,31.5,15.6,0.0,67,0,0,38.65,4,13,335.2,15
2016-09-02 14:00:00,1,64,20160902141,31.7,17.6,0.0,65,0,0,45.17,4,14,343.08,15
2016-09-02 15:00:00,1,58,20160902151,31.8,17.6,0.0,63,0,0,42.18,4,15,339.52,15
2016-09-02 16:00:00,1,57,20160902161,31.5,17.3,0.0,63,0,0,41.65,4,16,338.8,15
2016-09-02 17:00:00,1,54,20160902171,31.0,13.4,0.0,66,0,0,40.1,4,17,336.8,15
2016-09-02 18:00:00,1,59,20160902181,29.9,10.4,0.0,69,0,0,42.49,4,18,339.36,15
2016-09-02 19:00:00,1,57,20160902191,28.7,9.8,0.0,73,0,0,41.37,4,19,337.68,15
2016-09-02 20:00:00,1,54,20160902201,27.9,10.5,0.0,75,0,0,39.79,4,20,335.56,15
2016-09-02 21:00:00,1,52,20160902211,27.5,11.3,0.0,77,0,0,38.75,4,21,334.2,15
2016-09-02 22:00:00,1,44,20160902221,27.0,11.5,0.0,78,0,0,34.7,4,22,329.2,15
2016-09-02 23:00:00,1,47,20160902231,26.7,12.2,0.0,79,0,0,36.17,4,23,330.88,15
2016-09-03 00:00:00,1,44,20160903001,26.4,13.7,0.0,77,0,1,36.64,5,0,378.96,15
2016-09-03 01:00:00,1,34,20160903011,26.4,15.0,0.0,78,0,1,31.64,5,1,372.96,15
2016-09-03 02:00:00,1,31,20160903021,26.1,15.0,0.0,81,0,1,30.11,5,2,371.04,15
2016-09-03 03:00:00,1,25,20160903031,25.8,13.4,0.0,84,0,1,27.08,5,3,367.32,15
2016-09-03 04:00:00,1,18,20160903041,25.6,13.8,0.0,86,0,1,23.56,5,4,363.04,15
2016-09-03 05:00:00,1,17,20160903051,25.4,14.9,0.0,88,0,1,23.04,5,5,362.36,15
2016-09-03 06:00:00,1,22,20160903061,25.5,16.0,0.0,88,0,1,25.55,5,6,365.4,15
2016-09-03 07:00:00,1,19,20160903071,26.3,16.4,0.0,86,0,1,24.13,5,7,363.92,15
2016-09-03 08:00:00,1,23,20160903081,27.5,19.1,0.0,81,0,1,26.25,5,8,366.8,15
2016-09-03 09:00:00,1,27,20160903091,28.6,20.0,0.0,76,0,1,28.36,5,9,369.64,15
2016-09-03 10:00:00,1,33,20160903101,29.8,20.3,0.1,70,0,1,31.6,5,10,373.84,15
2016-09-03 11:00:00,1,38,20160903111,30.6,19.3,0.1,66,0,1,34.18,5,11,377.16,15
2016-09-03 12:00:00,1,37,20160903121,30.9,19.3,0.0,64,0,1,33.59,5,12,376.56,15
2016-09-03 13:00:00,1,36,20160903131,31.2,19.5,0.0,62,0,1,33.12,5,13,376.08,15
2016-09-03 14:00:00,1,32,20160903141,31.3,19.2,0.0,61,0,1,31.13,5,14,373.72,15
2016-09-03 15:00:00,1,36,20160903151,31.3,16.6,0.0,61,0,1,33.13,5,15,376.12,15
2016-09-03 16:00:00,1,29,20160903161,31.1,15.8,0.0,62,0,1,29.61,5,16,371.84,15
2016-09-03 17:00:00,1,31,20160903171,30.3,12.4,0.0,67,0,1,30.53,5,17,372.72,15
2016-09-03 18:00:00,1,39,20160903181,29.3,10.2,0.0,70,0,1,34.43,5,18,377.12,15
2016-09-03 19:00:00,1,38,20160903191,28.2,10.1,0.0,73,0,1,33.82,5,19,376.08,15
2016-09-03 20:00:00,1,38,20160903201,27.7,10.5,0.0,74,0,1,33.77,5,20,375.88,15
2016-09-03 21:00:00,1,40,20160903211,27.2,10.5,0.0,75,0,1,34.72,5,21,376.88,15
2016-09-03 22:00:00,1,36,20160903221,26.9,11.3,0.0,76,0,1,32.69,5,22,374.36,15
2016-09-03 23:00:00,1,35,20160903231,26.6,12.1,0.0,77,0,1,32.16,5,23,373.64,15
2016-09-04 00:00:00,1,36,20160904001,26.5,13.5,0.0,76,0,1,32.65,6,0,374.2,15
2016-09-04 01:00:00,1,25,20160904011,26.3,14.9,0.0,77,0,1,27.13,6,1,367.52,15
2016-09-04 02:00:00,1,24,20160904021,26.0,15.6,0.0,79,0,1,26.6,6,2,366.8,15
2016-09-04 03:00:00,1,21,20160904031,25.8,14.8,0.0,80,0,1,25.08,6,3,364.92,15
2016-09-04 04:00:00,1,16,20160904041,25.3,15.2,0.0,82,0,1,22.53,6,4,361.72,15
2016-09-04 05:00:00,1,15,20160904051,24.9,16.0,0.0,83,0,1,21.99,6,5,360.96,15
2016-09-04 06:00:00,1,13,20160904061,24.6,15.6,0.0,83,0,1,20.96,6,6,359.64,15
2016-09-04 07:00:00,1,19,20160904071,25.2,15.2,0.0,82,0,1,24.02,6,7,363.48,15
2016-09-04 08:00:00,1,23,20160904081,26.3,16.2,0.0,78,0,1,26.13,6,8,366.32,15
2016-09-04 09:00:00,1,27,20160904091,27.7,15.6,0.0,74,0,1,28.27,6,9,369.28,15
2016-09-04 10:00:00,1,29,20160904101,28.9,15.3,0.0,71,0,1,29.39,6,10,370.96,15
2016-09-04 11:00:00,1,32,20160904111,30.1,14.9,0.0,68,0,1,31.01,6,11,373.24,15
2016-09-04 12:00:00,1,32,20160904121,31.0,14.9,0.0,65,0,1,31.1,6,12,373.6,15
2016-09-04 13:00:00,1,37,20160904131,31.6,14.6,0.0,63,0,1,33.66,6,13,376.84,15
2016-09-04 14:00:00,1,31,20160904141,32.0,14.2,0.0,61,0,1,30.7,6,14,373.4,15
2016-09-04 15:00:00,1,33,20160904151,32.0,13.5,0.0,61,0,1,31.7,6,15,374.6,15
2016-09-04 16:00:00,1,32,20160904161,31.8,13.2,0.0,62,0,1,31.18,6,16,373.92,15
2016-09-04 17:00:00,1,35,20160904171,30.8,9.7,0.0,67,0,1,32.58,6,17,375.32,15
2016-09-04 18:00:00,1,38,20160904181,29.6,8.4,0.0,72,0,1,33.96,6,18,376.64,15
2016-09-04 19:00:00,1,39,20160904191,28.6,8.3,0.0,75,0,1,34.36,6,19,376.84,15
2016-09-04 20:00:00,1,39,20160904201,28.1,9.6,0.0,76,0,1,34.31,6,20,376.64,15
2016-09-04 21:00:00,1,39,20160904211,27.6,11.2,0.0,77,0,1,34.26,6,21,376.44,15
2016-09-04 22:00:00,1,39,20160904221,27.4,13.8,0.0,76,0,1,34.24,6,22,376.36,15
2016-09-04 23:00:00,1,41,20160904231,27.1,15.8,0.0,76,0,1,35.21,6,23,377.44,15
2016-09-05 00:00:00,1,36,20160905001,26.6,16.2,0.0,74,0,0,30.66,0,0,324.24,15
2016-09-05 01:00:00,1,31,20160905011,26.1,15.7,0.0,75,0,0,28.11,0,1,321.04,15
2016-09-05 02:00:00,1,25,20160905021,25.6,14.9,0.0,76,0,0,25.06,0,2,317.24,15
2016-09-05 03:00:00,1,23,20160905031,25.2,13.8,0.0,77,0,0,24.02,0,3,315.88,15
2016-09-05 04:00:00,1,21,20160905041,24.8,14.1,0.0,79,0,0,22.98,0,4,314.52,15
2016-09-05 05:00:00,1,16,20160905051,24.4,14.1,0.0,81,0,0,20.44,0,5,311.36,15
2016-09-05 06:00:00,1,22,20160905061,24.3,14.4,0.0,82,0,0,23.43,0,6,314.92,15
2016-09-05 07:00:00,1,24,20160905071,25.0,15.1,0.0,82,0,0,24.5,0,7,316.4,15
2016-09-05 08:00:00,1,29,20160905081,26.3,17.4,0.0,78,0,0,27.13,0,8,319.92,15
2016-09-05 09:00:00,1,31,20160905091,27.5,17.7,0.0,75,0,0,28.25,0,9,321.6,15
2016-09-05 10:00:00,1,39,20160905101,28.7,17.5,0.0,72,0,0,32.37,0,10,326.88,15
2016-09-05 11:00:00,1,43,20160905111,29.7,16.8,0.0,69,0,0,34.47,0,11,329.68,15
2016-09-05 12:00:00,1,48,20160905121,30.9,16.5,0.0,64,0,0,37.09,0,12,333.16,15
2016-09-05 13:00:00,1,45,20160905131,31.6,15.5,0.0,62,0,0,35.66,0,13,331.64,15
2016-09-05 14:00:00,1,46,20160905141,31.7,15.3,0.0,61,0,0,36.17,0,14,332.28,15
2016-09-05 15:00:00,1,42,20160905151,31.8,13.9,0.0,60,0,0,34.18,0,15,329.92,15
